,electricity-kWh,startDay,endDay,RH-%,T-C,Tdew-C,pressure-mbar,solarRadiation-W/m2,windDirection,windSpeed-m/s,humidityRatio-kg/kg,coolingDegrees,heatingDegrees,dehumidification,occupancy
2012-05-29,4216.33042015,2012-05-29,2012-05-30,92.2916666667,16.9166666667,15.5166666667,1001.75,326.541666667,121.25,3.59953991667,0.0111188832124,4.91666666667,0.0,0.00225888321242,0.4875
2012-05-30,4415.99522398,2012-05-30,2012-05-31,73.2083333333,21.125,15.7666666667,998.083333333,118.666666667,224.166666667,2.85879858333,0.0113283816727,9.125,0.0,0.00246838167267,0.5
2012-06-02,2692.98984101,2012-06-02,2012-06-03,89.2083333333,15.0,13.0666666667,1001.45833333,17.4583333333,117.083333333,6.53935708333,0.00957421436058,3.0,0.583333333333,0.00105533446945,0.5
2012-06-03,2699.50563975,2012-06-03,2012-06-04,84.4166666667,14.6666666667,11.9,996.458333333,133.208333333,195.0,5.833338,0.0088832984782,2.66666666667,0.75,0.000538628918689,0.5
2012-06-04,5084.1664273,2012-06-04,2012-06-05,87.5416666667,10.7916666667,8.73333333333,997.25,28.1666666667,109.583333333,7.26852433333,0.00709720504898,0.0,4.20833333333,0.0,0.5
2012-06-05,4975.50527606,2012-06-05,2012-06-06,82.5833333333,11.375,8.35833333333,1002.91666667,76.25,173.333333333,3.57639175,0.00691022736513,0.0833333333333,3.625,0.0,0.5
2012-06-06,4880.88246783,2012-06-06,2012-06-07,76.125,13.5833333333,9.275,1006.375,328.333333333,172.083333333,3.194447,0.00731701969042,1.66666666667,1.5,0.0,0.5
2012-06-07,4786.14889428,2012-06-07,2012-06-08,86.5,14.5,12.1083333333,1005.875,306.125,156.666666667,3.1250025,0.0088540862918,2.5,1.0,0.000144536089855,0.5
2012-06-08,4742.02061317,2012-06-08,2012-06-09,78.9166666667,17.7083333333,13.45,1002.125,314.75,187.916666667,3.37963233333,0.00974271366756,5.70833333333,0.791666666667,0.00091504748244,0.5
2012-06-09,2956.77626806,2012-06-09,2012-06-10,53.2916666667,21.2083333333,10.4916666667,1002.625,218.833333333,287.916666667,4.46759616667,0.00804472737848,9.20833333333,0.0,0.000220516047178,0.5
2012-06-10,3138.85685962,2012-06-10,2012-06-11,57.6666666667,19.375,10.1791666667,1010.41666667,371.041666667,189.166666667,3.96991058333,0.00780785476257,7.375,0.0,8.30567100158e-05,0.5
2012-06-11,4819.10677372,2012-06-11,2012-06-12,68.9583333333,17.7916666667,11.7833333333,1015.91666667,299.75,160.0,4.027781,0.00858002202249,5.79166666667,0.125,0.000165520789417,0.5
2012-06-12,4796.88274506,2012-06-12,2012-06-13,69.6666666667,19.2916666667,13.3416666667,1010.29166667,202.375,204.583333333,5.694449,0.009543037408,7.29166666667,0.0,0.000766383030787,0.5
2012-06-13,4575.37736011,2012-06-13,2012-06-14,94.25,17.4583333333,16.3958333333,1007.20833333,49.4166666667,187.5,3.32176191667,0.0116963720861,5.45833333333,0.0,0.00283637208608,0.5
2012-06-14,4377.49487325,2012-06-14,2012-06-15,70.0416666667,17.7083333333,11.6208333333,1014.25,247.041666667,115.0,3.96991058333,0.00865690431811,5.70833333333,0.0,0.000691905351838,0.5
2012-06-15,4686.50009771,2012-06-15,2012-06-16,59.5,17.75,9.58333333333,1017.25,378.0,133.333333333,3.9583365,0.00740983562834,5.75,0.125,0.0,0.5
2012-06-16,2958.64319363,2012-06-16,2012-06-17,73.375,15.625,10.7333333333,1018.25,362.666666667,108.333333333,4.66435558333,0.00799770398315,3.625,0.375,3.62080206449e-05,0.5
2012-06-17,3144.85682697,2012-06-17,2012-06-18,75.8333333333,14.5,10.0666666667,1014.79166667,263.708333333,107.5,3.83102158333,0.00766872573722,2.5,1.16666666667,0.0,0.5
2012-06-18,4872.61718663,2012-06-18,2012-06-19,73.0833333333,15.5,10.5666666667,1012.66666667,353.041666667,135.416666667,3.84259566667,0.00797319228129,3.5,0.583333333333,8.97443421106e-05,0.5
2012-06-19,4854.74471833,2012-06-19,2012-06-20,73.125,19.125,13.9083333333,1010.95833333,269.416666667,224.166666667,4.62963333333,0.00996861043256,7.125,0.25,0.00118179493994,0.5
2012-06-20,5375.02789074,2012-06-20,2012-06-21,61.9166666667,28.2083333333,19.5166666667,1004.83333333,353.208333333,268.333333333,4.45602208333,0.0142781836554,16.2083333333,0.0,0.00541818365537,0.5
2012-06-21,5821.0806201,2012-06-21,2012-06-22,49.5833333333,31.1666666667,19.1,1000.20833333,362.583333333,296.25,4.17824408333,0.0138890374251,19.1666666667,0.0,0.00502903742507,0.5
2012-06-22,5798.83915754,2012-06-22,2012-06-23,53.3333333333,29.125,18.0791666667,998.291666667,327.416666667,275.0,4.40972575,0.0130079293803,17.125,0.0,0.00414792938029,0.5
2012-06-23,3335.0781286,2012-06-23,2012-06-24,74.2083333333,22.4166666667,17.3041666667,1001.33333333,221.5,227.916666667,3.62268808333,0.0124607253103,10.4166666667,0.0,0.00360072531033,0.5
2012-06-24,3358.86224462,2012-06-24,2012-06-25,50.8333333333,23.4583333333,11.5916666667,1004.0,357.625,277.5,4.88426316667,0.00860959599437,11.4583333333,0.0,0.000458779040297,0.5
2012-06-25,4937.60653912,2012-06-25,2012-06-26,75.5416666667,20.2916666667,15.5791666667,998.375,167.458333333,206.25,4.61805925,0.0112165146053,8.29166666667,0.0,0.0023565146053,0.5
2012-06-26,5111.09604948,2012-06-26,2012-06-27,70.8333333333,18.625,12.9541666667,993.291666667,298.125,295.833333333,5.2083375,0.00948016296813,6.625,0.0,0.000655907928312,0.5
2012-06-27,5064.24990602,2012-06-27,2012-06-28,57.25,20.4166666667,11.4208333333,995.208333333,235.916666667,274.583333333,6.22685683333,0.00851274085695,8.41666666667,0.0,0.0,0.5
2012-06-28,5481.89897687,2012-06-28,2012-06-29,57.0,22.3333333333,13.1625,998.0,354.708333333,220.833333333,4.27083675,0.00955123388913,10.3333333333,0.0,0.00071683845399,0.5
2012-06-29,5228.61689145,2012-06-29,2012-06-30,69.25,23.8333333333,17.1875,994.916666667,255.0,213.333333333,3.86574383333,0.0127152370328,11.8333333333,0.0,0.00406167328979,0.5
2012-07-02,5557.85156188,2012-07-02,2012-07-03,56.9583333333,24.5416666667,15.2166666667,1002.16666667,270.166666667,255.416666667,3.62268808333,0.01086283335,12.5416666667,0.0,0.00200283334996,0.5
2012-07-03,5336.49482489,2012-07-03,2012-07-04,52.375,23.7916666667,12.8875,1003.04166667,364.333333333,240.0,4.01620691667,0.00936337800933,11.7916666667,0.0,0.00077407975902,0.5
2012-07-04,4674.63793454,2012-07-04,2012-07-05,74.5833333333,24.3875,19.3666666667,999.0,306.583333333,194.166666667,3.58796583333,0.0142667692032,12.3875,0.0,0.00540676920318,0.5
2012-07-05,5431.86225687,2012-07-05,2012-07-06,65.75,24.25,17.2125,998.958333333,345.125,221.25,4.03935508333,0.0124297718662,12.25,0.0,0.00356977186618,0.5
2012-07-06,5448.27074909,2012-07-06,2012-07-07,66.0833333333,23.9583333333,17.1583333333,1002.66666667,259.166666667,195.833333333,3.55324358333,0.0122725396988,11.9583333333,0.0,0.00341253969882,0.5
2012-07-07,4263.50532301,2012-07-07,2012-07-08,61.9166666667,26.2083333333,18.2208333333,999.625,215.875,275.0,4.305559,0.0131741827248,14.2083333333,0.0,0.00431418272482,0.5
2012-07-08,4155.87231699,2012-07-08,2012-07-09,53.125,26.1666666667,15.175,1000.70833333,276.0,255.0,4.12037366667,0.0109016099581,14.1666666667,0.0,0.00218040634855,0.5
2012-07-09,5641.59102454,2012-07-09,2012-07-10,40.5,24.125,9.2,1004.58333333,368.125,257.916666667,3.70370666667,0.00733174082423,12.125,0.0,0.000118818620334,0.5
2012-07-10,5691.74971091,2012-07-10,2012-07-11,45.875,22.7708333333,10.0541666667,1008.29166667,358.75,220.0,3.55324358333,0.00781229028749,10.7708333333,0.0,0.000324966146506,0.5
2012-07-11,5544.26088008,2012-07-11,2012-07-12,60.375,23.4166666667,14.9083333333,1012.41666667,261.291666667,161.666666667,3.77315116667,0.0105892217639,11.4166666667,0.0,0.00176504170245,0.5
2012-07-12,5752.85663605,2012-07-12,2012-07-13,56.75,24.7083333333,15.0541666667,1012.54166667,351.375,198.333333333,4.583337,0.0106618567321,12.7083333333,0.0,0.00180707705052,0.5
2012-07-13,5347.05732566,2012-07-13,2012-07-14,53.7916666667,25.7083333333,15.475,1012.41666667,337.958333333,209.166666667,4.97685583333,0.0109676736046,13.7083333333,0.0,0.00210767360461,0.5
2012-07-14,3056.28687193,2012-07-14,2012-07-15,53.125,27.4791666667,16.6208333333,1010.66666667,274.583333333,249.583333333,4.62963333333,0.0117482551384,15.4791666667,0.0,0.00288825513839,0.5
2012-07-15,3599.4787672,2012-07-15,2012-07-16,59.4583333333,27.625,18.6333333333,1007.375,291.833333333,224.583333333,3.888892,0.0134638821083,15.625,0.0,0.0046038821083,0.5
2012-07-16,4939.22920847,2012-07-16,2012-07-17,71.5,25.4166666667,19.6375,1000.08333333,306.791666667,198.333333333,4.17824408333,0.0144231495807,13.4166666667,0.0,0.00556314958074,0.5
2012-07-17,4870.72898291,2012-07-17,2012-07-18,54.7916666667,29.6625,18.7541666667,998.166666667,342.041666667,242.083333333,4.73380008333,0.013635209334,17.6625,0.0,0.00477520933397,0.5
2012-07-18,5105.377778,2012-07-18,2012-07-19,72.2916666667,26.3333333333,20.375,1000.33333333,153.208333333,199.583333333,3.71528075,0.0151086992821,14.3333333333,0.0,0.0062486992821,0.5
2012-07-19,4987.14831825,2012-07-19,2012-07-20,67.7916666667,21.625,15.1375,1006.04166667,269.25,88.3333333333,3.8194475,0.0108386136119,9.625,0.0,0.0020114631939,0.5
2012-07-20,4853.00546391,2012-07-20,2012-07-21,71.7083333333,19.8333333333,14.3583333333,1009.33333333,275.208333333,74.1666666667,3.27546558333,0.0102360258954,7.83333333333,0.0,0.00137602589538,0.5
2012-07-21,3325.62234896,2012-07-21,2012-07-22,65.5833333333,20.0833333333,13.0833333333,1010.625,357.416666667,157.083333333,3.17129883333,0.00940420189596,8.08333333333,0.0,0.000711978337633,0.5
2012-07-22,3322.99469351,2012-07-22,2012-07-23,59.5833333333,22.7916666667,13.9083333333,1011.08333333,336.541666667,206.666666667,4.722226,0.00988361649169,10.7916666667,0.0,0.0010897968705,0.5
2012-07-23,4895.35706392,2012-07-23,2012-07-24,73.7916666667,23.5833333333,18.3458333333,1006.125,247.75,212.083333333,4.9305595,0.0132781391612,11.5833333333,0.0,0.00441813916124,0.5
2012-07-24,4933.11153111,2012-07-24,2012-07-25,75.7916666667,24.0416666667,19.1708333333,994.708333333,289.708333333,221.666666667,4.305559,0.0141682925201,12.0416666667,0.0,0.00530829252007,0.5
2012-07-25,4850.26585796,2012-07-25,2012-07-26,51.125,22.75,11.5458333333,999.666666667,348.958333333,295.416666667,4.91898541667,0.00858722485277,10.75,0.0,0.00033575020077,0.5
2012-07-26,4901.00029075,2012-07-26,2012-07-27,70.2916666667,23.625,17.6875,996.791666667,151.5,205.416666667,3.42592866667,0.0129318132792,11.625,0.0,0.00407181327915,0.5
2012-08-18,3799.10145998,2012-08-18,2012-08-19,78.2083333333,20.3333333333,16.2333333333,1002.625,37.8333333333,255.416666667,2.95139125,0.0116234699078,8.33333333333,0.0,0.00276346990781,0.5
2012-08-19,3706.24479545,2012-08-19,2012-08-20,72.4166666667,19.25,14.025,1005.125,247.958333333,205.833333333,3.03240983333,0.0100863963454,7.25,0.0,0.00126388555702,0.5
2012-08-20,5359.00520256,2012-08-20,2012-08-21,72.3333333333,20.25,14.9083333333,1003.875,228.916666667,170.0,3.055558,0.0106980714932,8.25,0.0,0.00184720209231,0.5
2012-08-21,5291.2289965,2012-08-21,2012-08-22,55.8333333333,23.2083333333,13.2083333333,1006.41666667,280.416666667,269.583333333,3.36805825,0.00955502678981,11.2083333333,0.0,0.000935066986025,0.5
2012-08-22,5476.50534214,2012-08-22,2012-08-23,60.0,22.0833333333,13.7375,1011.04166667,294.75,200.0,3.4027805,0.00984249317326,10.0833333333,0.0,0.00115835947409,0.5
2012-08-24,5459.73411276,2012-08-24,2012-08-25,73.7083333333,22.5666666667,17.4125,1012.75,258.291666667,154.166666667,3.10185433333,0.0123897534485,10.5666666667,0.0,0.00352975344852,0.5
2012-08-25,3786.09668923,2012-08-25,2012-08-26,79.75,21.375,17.4875,1017.25,248.666666667,91.25,3.20602108333,0.0124182911244,9.375,0.0,0.00355829112437,0.5
2012-08-26,3902.72872462,2012-08-26,2012-08-27,75.0833333333,20.9583333333,16.0416666667,1017.29166667,275.208333333,105.416666667,3.2638915,0.011329358278,8.95833333333,0.0,0.00246935827797,0.5
2012-08-27,5767.03694508,2012-08-27,2012-08-28,68.9583333333,23.0,16.5208333333,1010.70833333,273.666666667,208.333333333,4.45602208333,0.0118574076254,11.0,0.0,0.00299740762539,0.5
2012-08-28,5598.13267508,2012-08-28,2012-08-29,72.7083333333,24.4583333333,18.6916666667,1000.75,201.708333333,263.333333333,3.9583365,0.013754648802,12.4583333333,0.0,0.00489464880202,0.5
2012-08-29,5488.47948429,2012-08-29,2012-08-30,50.125,20.25,9.3875,1005.20833333,281.666666667,264.583333333,3.888892,0.00734307613695,8.25,0.0,0.0,0.5
2012-08-30,5849.00464266,2012-08-30,2012-08-31,46.2083333333,22.6666666667,9.96666666667,1006.79166667,276.25,262.916666667,5.12731891667,0.00765108796785,10.6666666667,0.0,0.0,0.5
2012-09-02,4251.7443561,2012-09-02,2012-09-03,75.0416666667,19.375,14.6083333333,1010.83333333,58.2916666667,92.5,3.03240983333,0.0103727342082,7.375,0.0,0.00151273420825,0.5
2012-09-03,4521.5055849,2012-09-03,2012-09-04,79.0,18.75,14.7333333333,1013.5,242.125,125.833333333,3.71528075,0.0104429192729,6.75,0.0,0.00158291927294,0.5
2012-09-04,5564.36198751,2012-09-04,2012-09-05,90.1666666667,19.4166666667,17.6083333333,1008.66666667,31.2916666667,154.583333333,2.7083355,0.012747101027,7.41666666667,0.0,0.00388710102703,0.979166666667
2012-09-05,6370.82498168,2012-09-05,2012-09-06,84.7916666667,22.9166666667,19.9916666667,999.916666667,158.25,201.666666667,4.444448,0.014890045459,10.9166666667,0.0,0.00603004545895,1.0
2012-09-06,6259.11765771,2012-09-06,2012-09-07,78.8333333333,21.375,17.325,1002.95833333,169.5,183.333333333,2.77778,0.0124339728624,9.375,0.0,0.0035739728624,1.0
2012-09-07,5851.45077129,2012-09-07,2012-09-08,82.5416666667,22.9166666667,19.5791666667,1003.83333333,166.166666667,172.5,3.46065091667,0.0143417354311,10.9166666667,0.0,0.00548173543111,1.0
2012-09-08,4592.43192098,2012-09-08,2012-09-09,80.375,23.875,20.0458333333,999.583333333,244.625,204.166666667,6.40046808333,0.0148571792563,11.875,0.0,0.00599717925626,0.5
2012-09-09,4816.02101213,2012-09-09,2012-09-10,69.9583333333,18.625,12.75,1000.70833333,154.541666667,253.75,3.43750275,0.00929524201897,6.625,0.0,0.000557463318786,0.5
2012-09-10,6094.96312429,2012-09-10,2012-09-11,57.875,17.0,8.15,1005.0,209.875,315.0,5.3472265,0.00688709521137,5.0,0.0833333333333,0.000114754828335,1.0
2012-09-11,6213.50050643,2012-09-11,2012-09-12,52.0833333333,16.7916666667,6.4,1013.33333333,257.25,270.416666667,3.70370666667,0.0059746033731,4.79166666667,0.833333333333,0.0,1.0
2012-09-12,6085.76554514,2012-09-12,2012-09-13,64.125,17.7916666667,10.5458333333,1018.16666667,249.166666667,182.083333333,3.333336,0.00795577606868,5.79166666667,0.416666666667,0.000307299303105,1.0
2012-09-13,6117.98951705,2012-09-13,2012-09-14,69.7916666667,21.0416666667,14.5166666667,1017.66666667,245.416666667,219.583333333,4.08565141667,0.0102625872334,9.04166666667,0.0,0.00140258723335,1.0
2012-09-14,5696.42451562,2012-09-14,2012-09-15,73.0,21.0416666667,15.6,1013.0,243.083333333,210.833333333,4.67592966667,0.0110288265215,9.04166666667,0.0,0.00216882652155,1.0
2012-09-15,4458.92717397,2012-09-15,2012-09-16,63.5,19.2083333333,11.275,1008.20833333,178.708333333,287.083333333,4.84954091667,0.00858471269141,7.20833333333,0.0,0.000943462546397,0.5
2012-09-16,4934.8123482,2012-09-16,2012-09-17,49.5833333333,17.2083333333,5.78333333333,1008.625,246.875,293.75,3.65741033333,0.00579042324226,5.20833333333,0.5,0.0,0.5
2012-09-17,6145.32557607,2012-09-17,2012-09-18,63.7916666667,16.625,9.5,1009.5,240.541666667,197.5,3.17129883333,0.007495622237,4.625,0.541666666667,0.000126723864615,1.0
2012-09-18,5926.50509563,2012-09-18,2012-09-19,77.7916666667,19.9166666667,15.775,1004.5,86.875,173.333333333,6.33102358333,0.0113191836488,7.91666666667,0.0,0.00245918364878,1.0
2012-09-19,5956.25487676,2012-09-19,2012-09-20,59.2083333333,19.0,9.9,1005.66666667,197.333333333,257.5,5.08102258333,0.00814102689088,7.0,0.125,0.00124044867123,1.0
2012-09-20,5911.61206785,2012-09-20,2012-09-21,65.6666666667,13.9166666667,7.4,1014.5,216.5,106.666666667,4.16667,0.00638999423443,1.95833333333,1.375,0.0,1.0
2012-09-21,5554.53645608,2012-09-21,2012-09-22,79.7083333333,13.75,10.15,1011.66666667,176.75,139.583333333,3.02083575,0.00776906473014,1.875,1.5,1.89547594422e-05,1.0
2012-09-22,4385.24502665,2012-09-22,2012-09-23,86.125,16.0416666667,13.525,1005.0,220.25,192.916666667,3.14815066667,0.00975031752805,4.04166666667,0.416666666667,0.000895542521039,0.5
2012-09-23,4702.97931182,2012-09-23,2012-09-24,60.9583333333,18.1666666667,9.52916666667,1005.5,229.041666667,277.916666667,4.83796683333,0.00783886546018,6.16666666667,0.0833333333333,0.000880499865962,0.5
2012-09-24,6240.54384,2012-09-24,2012-09-25,49.7083333333,14.7291666667,3.8625,1010.5,184.0,286.25,3.99305875,0.00500306797685,2.89583333333,1.41666666667,0.0,1.0
2012-09-25,6232.2008853,2012-09-25,2012-09-26,54.5833333333,16.25,6.60833333333,1012.04166667,222.958333333,220.0,6.09954191667,0.00611012118436,4.625,1.41666666667,0.0,1.0
2012-09-26,5852.25517427,2012-09-26,2012-09-27,75.4583333333,19.375,14.775,1009.375,86.375,208.333333333,5.31250425,0.0105381703557,7.375,0.0,0.00169567061891,1.0
2012-09-27,5915.73952808,2012-09-27,2012-09-28,72.625,16.875,11.4166666667,1011.95833333,174.583333333,217.083333333,4.027781,0.00861033871059,4.875,0.333333333333,0.00081328854042,1.0
2012-09-28,5615.48428531,2012-09-28,2012-09-29,88.0833333333,13.6666666667,11.5666666667,1012.20833333,22.125,73.75,4.01620691667,0.00851399491746,1.66666666667,1.33333333333,9.70986832499e-05,1.0
2012-09-29,4598.341371,2012-09-29,2012-09-30,90.5,13.0833333333,11.3916666667,1004.66666667,47.25,144.166666667,3.56481766667,0.00847816613265,1.08333333333,1.91666666667,7.9069259436e-05,0.5
2012-09-30,5235.29193516,2012-09-30,2012-10-01,90.0,13.2083333333,11.4416666667,1000.5,63.1666666667,235.416666667,2.93981716667,0.00853849422401,1.20833333333,1.79166666667,0.0,0.5
2012-10-01,6219.8355371,2012-10-01,2012-10-02,70.5,15.0833333333,9.4,1000.20833333,157.333333333,244.166666667,6.67824608333,0.00744282794165,3.41666666667,1.41666666667,0.0,1.0
2012-10-02,6303.25523614,2012-10-02,2012-10-03,75.5416666667,17.0,12.3333333333,1007.83333333,111.0,239.583333333,2.78935408333,0.00899287354491,5.0,0.166666666667,0.000480820759436,1.0
2012-10-03,6259.49465105,2012-10-03,2012-10-04,93.25,16.25,15.0125,1010.83333333,26.875,50.0,2.51157608333,0.0106742169051,4.25,0.0,0.00181421690508,1.0
2012-10-04,6189.92496063,2012-10-04,2012-10-05,92.25,15.7916666667,14.3916666667,1011.20833333,25.2083333333,140.416666667,2.61574283333,0.0102401150201,3.79166666667,0.0,0.00138011502011,1.0
2012-10-05,5903.16864495,2012-10-05,2012-10-06,77.8333333333,18.5416666667,14.1666666667,1006.54166667,155.666666667,232.5,2.59259466667,0.0101294502989,6.54166666667,0.0,0.00127532193382,1.0
2012-10-06,4638.09669349,2012-10-06,2012-10-07,70.2916666667,18.8333333333,13.0041666667,1001.33333333,162.666666667,225.833333333,5.02315216667,0.00954107183666,6.83333333333,0.166666666667,0.00108720208469,0.5
2012-10-07,5063.18280567,2012-10-07,2012-10-08,63.0416666667,11.7916666667,4.73333333333,1008.41666667,133.5,260.833333333,3.29861375,0.00534895777623,0.458333333333,3.20833333333,0.0,0.5
2012-10-08,6001.3719797,2012-10-08,2012-10-09,71.875,10.8333333333,5.73333333333,1014.5,166.375,209.583333333,2.8472245,0.00568897053131,0.0833333333333,4.16666666667,0.0,0.6
2012-10-09,6409.2754975,2012-10-09,2012-10-10,71.25,12.7916666667,7.56666666667,1015.08333333,24.5,66.25,5.57870816667,0.00647761718592,0.791666666667,2.20833333333,0.0,0.983333333333
2012-10-10,6379.82582288,2012-10-10,2012-10-11,91.0416666667,14.0833333333,12.4791666667,1004.54166667,18.4166666667,134.583333333,4.583337,0.00914443417553,2.125,1.25,0.000561406200759,1.0
2012-10-11,6346.51033529,2012-10-11,2012-10-12,55.25,11.0833333333,2.01666666667,1008.54166667,189.666666667,257.916666667,5.55556,0.00442318191364,0.583333333333,3.91666666667,0.0,1.0
2012-10-12,6108.04185802,2012-10-12,2012-10-13,55.5833333333,8.70833333333,-0.1875,1011.625,127.666666667,288.333333333,5.71759716667,0.00387207347978,0.0,6.29166666667,0.0,1.0
2012-10-13,4879.98448718,2012-10-13,2012-10-14,45.5833333333,7.0,-4.45833333333,1020.70833333,187.208333333,274.583333333,4.444448,0.00270283807727,0.0,8.0,0.0,0.5
2012-10-14,4915.52091316,2012-10-14,2012-10-15,76.0833333333,13.1625,8.80416666667,1010.875,53.875,206.25,4.47917025,0.00726471534016,2.4125,2.77083333333,7.94492248542e-05,0.5
2012-10-15,6211.78851068,2012-10-15,2012-10-16,77.0416666667,18.75,14.3708333333,998.833333333,105.25,202.083333333,6.27315316667,0.0103465967401,6.75,0.0,0.00149245980744,1.0
2012-10-16,6623.3830968,2012-10-16,2012-10-17,60.8333333333,12.5,4.67083333333,996.666666667,159.75,291.666666667,5.74074533333,0.00569624879852,1.08333333333,2.70833333333,0.000233243449471,1.0
2012-10-17,6213.90932979,2012-10-17,2012-10-18,64.25,9.20833333333,2.57083333333,1005.66666667,174.0,227.083333333,2.90509491667,0.00462061889522,0.0833333333333,5.79166666667,0.0,1.0
